timestamp,rpm,availability,performance,quality,current_oee,downtime_minutes,target_oee_30m,target_oee_1h,target_oee_2h,target_oee_6h,target_oee_8h
2026-01-01 00:40:00,300.8,87.29,82.94,86.07,62.31,0.0,66.8,68.04,66.61,68.33,67.53
2026-01-01 00:41:00,300.0,87.34,82.57,86.33,62.26,0.0,66.88,68.0,66.8,68.44,67.02
2026-01-01 00:42:00,300.0,87.74,82.27,86.53,62.46,0.0,67.04,67.95,66.81,67.69,66.38
2026-01-01 00:43:00,300.0,87.97,82.65,86.63,62.99,0.0,67.28,67.95,67.45,67.08,66.43
2026-01-01 00:44:00,300.4,88.25,82.57,86.44,62.99,0.0,67.18,68.01,67.43,66.98,66.7
2026-01-01 00:45:00,300.0,88.52,82.49,86.74,63.34,0.0,67.14,67.28,67.02,66.99,66.3
2026-01-01 00:46:00,300.0,88.68,82.41,87.42,63.88,0.0,67.32,67.27,67.38,66.95,66.27
2026-01-01 00:47:00,300.0,88.39,82.69,87.43,63.9,0.0,67.48,67.82,67.08,66.8,65.88
2026-01-01 00:48:00,300.0,88.34,82.62,87.61,63.94,0.0,67.33,68.99,66.85,66.87,65.95
2026-01-01 00:49:00,300.0,88.31,82.84,87.49,64.0,0.0,67.74,68.97,66.58,66.76,66.58
2026-01-01 00:50:00,300.0,88.54,82.7,87.7,64.22,0.0,67.94,69.06,67.15,66.61,66.22
2026-01-01 00:51:00,300.0,88.75,82.72,87.86,64.5,0.0,68.02,69.25,67.1,66.8,66.58
2026-01-01 00:52:00,300.0,89.28,82.73,87.57,64.68,0.0,68.01,68.86,67.01,66.35,66.89
2026-01-01 00:53:00,302.3,89.54,83.05,87.32,64.93,0.0,67.72,68.97,66.29,65.97,66.5
2026-01-01 00:54:00,301.0,89.95,83.2,87.45,65.44,0.0,67.7,68.07,65.85,66.35,66.28
2026-01-01 00:55:00,303.2,89.95,83.45,87.81,65.91,0.0,67.12,67.8,66.09,66.24,66.3
2026-01-01 00:56:00,304.1,89.95,83.73,87.96,66.25,0.0,67.25,68.06,66.24,65.9,66.08
2026-01-01 00:57:00,306.5,89.6,83.27,88.0,65.66,0.0,67.61,67.68,65.92,65.93,65.96
2026-01-01 00:58:00,303.7,89.34,83.96,87.53,65.66,0.0,67.58,67.31,65.73,65.53,65.93
2026-01-01 00:59:00,302.4,89.21,83.98,87.3,65.41,0.0,67.58,66.76,65.73,66.22,66.02
2026-01-01 01:00:00,302.5,89.11,83.76,87.47,65.28,0.0,68.24,66.63,65.64,65.84,66.98
2026-01-01 01:01:00,303.3,89.82,84.3,87.81,66.49,0.0,68.02,66.52,65.43,65.55,66.94
2026-01-01 01:02:00,306.1,90.07,83.69,87.85,66.22,0.0,67.91,66.13,65.0,65.39,67.0
2026-01-01 01:03:00,307.9,89.93,83.18,87.66,65.57,0.0,67.74,65.63,64.43,65.01,66.89
2026-01-01 01:04:00,305.9,90.43,83.03,87.49,65.69,0.0,67.59,66.34,64.26,65.3,67.02
2026-01-01 01:05:00,306.2,90.71,83.4,87.58,66.26,0.0,68.14,65.93,64.39,65.27,66.36
2026-01-01 01:06:00,306.9,91.2,82.94,87.46,66.15,0.0,68.58,65.37,64.43,65.13,66.17
2026-01-01 01:07:00,306.0,91.12,83.5,87.45,66.53,0.0,68.48,65.82,63.95,65.74,66.11
2026-01-01 01:08:00,305.9,90.83,83.41,87.13,66.02,0.0,68.04,65.81,63.83,66.02,66.56
2026-01-01 01:09:00,305.3,91.29,83.8,87.1,66.64,0.0,67.79,66.0,64.34,66.54,66.51
2026-01-01 01:10:00,306.0,91.14,84.15,87.1,66.8,0.0,68.04,66.42,64.69,66.28,66.71
2026-01-01 01:11:00,307.0,91.08,84.16,87.26,66.88,0.0,68.0,66.38,64.55,66.47,66.55
2026-01-01 01:12:00,307.4,91.11,84.62,86.95,67.04,0.0,67.95,66.07,64.58,66.47,66.03
2026-01-01 01:13:00,307.2,91.31,84.64,87.06,67.28,0.0,67.95,65.27,64.27,66.73,65.36
2026-01-01 01:14:00,309.6,91.27,84.71,86.9,67.18,0.0,68.01,65.18,63.92,67.19,65.42
2026-01-01 01:15:00,307.0,91.53,84.56,86.74,67.14,0.0,67.28,65.15,64.02,67.47,65.89
2026-01-01 01:16:00,308.2,91.41,84.82,86.82,67.32,0.0,67.27,65.19,63.88,67.48,66.23
2026-01-01 01:17:00,309.6,91.22,85.08,86.95,67.48,0.0,67.82,65.1,63.65,67.95,66.38
2026-01-01 01:18:00,311.5,91.0,85.06,86.98,67.33,0.0,68.99,64.51,63.64,68.3,65.64
2026-01-01 01:19:00,310.7,90.79,85.4,87.37,67.74,0.0,68.97,64.14,63.96,67.64,65.68
2026-01-01 01:20:00,312.2,90.65,85.78,87.37,67.94,0.0,69.06,64.05,64.0,68.16,65.31
2026-01-01 01:21:00,311.2,90.58,86.03,87.3,68.02,0.0,69.25,64.3,63.65,67.79,65.24
2026-01-01 01:22:00,313.9,90.39,86.05,87.44,68.01,0.0,68.86,63.74,63.99,67.89,65.25
2026-01-01 01:23:00,314.6,89.85,85.9,87.74,67.72,0.0,68.97,63.89,64.39,68.14,64.93
2026-01-01 01:24:00,316.2,89.48,86.08,87.9,67.7,0.0,68.07,64.22,64.8,68.11,65.17
2026-01-01 01:25:00,313.7,89.27,86.06,87.37,67.12,0.0,67.8,64.17,64.6,68.02,64.93
2026-01-01 01:26:00,316.0,89.8,85.8,87.29,67.25,0.0,68.06,64.53,64.56,68.59,64.88
2026-01-01 01:27:00,313.9,89.98,86.2,87.18,67.61,0.0,67.68,64.64,64.69,68.64,64.45
2026-01-01 01:28:00,315.8,90.04,86.05,87.23,67.58,0.0,67.31,64.47,64.81,68.83,64.76
2026-01-01 01:29:00,313.3,90.38,85.89,87.06,67.58,0.0,66.76,64.77,64.83,68.3,64.89
2026-01-01 01:30:00,310.8,90.78,85.97,87.43,68.24,0.0,66.63,64.65,65.22,67.41,64.4
2026-01-01 01:31:00,310.4,90.69,85.96,87.26,68.02,0.0,66.52,65.23,65.21,67.09,64.36
2026-01-01 01:32:00,308.1,90.67,86.04,87.05,67.91,0.0,66.13,64.97,65.55,67.24,63.96
2026-01-01 01:33:00,309.6,90.81,86.06,86.68,67.74,0.0,65.63,65.32,65.55,67.43,64.15
2026-01-01 01:34:00,311.8,90.55,86.12,86.69,67.59,0.0,66.34,65.24,65.17,67.77,64.45
2026-01-01 01:35:00,309.2,90.69,86.12,87.25,68.14,0.0,65.93,65.19,65.1,66.94,64.59
2026-01-01 01:36:00,310.4,90.8,86.75,87.06,68.58,0.0,65.37,65.85,64.54,67.66,64.55
2026-01-01 01:37:00,310.9,90.76,87.03,86.69,68.48,0.0,65.82,65.52,63.64,67.67,64.06
2026-01-01 01:38:00,309.0,90.99,86.38,86.56,68.04,0.0,65.81,65.83,63.97,67.79,64.11
2026-01-01 01:39:00,309.5,90.41,86.48,86.7,67.79,0.0,66.0,66.44,64.52,68.18,64.57
2026-01-01 01:40:00,307.5,90.7,86.07,87.16,68.04,0.0,66.42,66.61,64.61,68.55,64.33
2026-01-01 01:41:00,310.1,90.67,85.97,87.23,68.0,0.0,66.38,66.8,64.48,68.23,64.57
2026-01-01 01:42:00,309.4,90.34,85.93,87.54,67.95,0.0,66.07,66.81,64.66,68.28,64.81
2026-01-01 01:43:00,308.9,90.3,85.9,87.6,67.95,0.0,65.27,67.45,64.51,68.77,64.02
2026-01-01 01:44:00,311.9,90.39,85.89,87.61,68.01,0.0,65.18,67.43,65.05,68.72,63.4
2026-01-01 01:45:00,313.5,90.29,85.4,87.26,67.28,0.0,65.15,67.02,65.2,69.12,63.36
2026-01-01 01:46:00,314.5,90.44,84.93,87.58,67.27,0.0,65.19,67.38,65.23,69.13,62.91
2026-01-01 01:47:00,312.2,90.51,85.53,87.6,67.82,0.0,65.1,67.08,65.03,68.44,62.65
2026-01-01 01:48:00,314.3,90.97,86.14,88.04,68.99,0.0,64.51,66.85,64.94,67.73,63.48
2026-01-01 01:49:00,316.6,90.66,86.05,88.41,68.97,0.0,64.14,66.58,64.21,67.87,63.83
2026-01-01 01:50:00,314.9,90.92,86.36,87.96,69.06,0.0,64.05,67.15,64.78,67.29,63.4
2026-01-01 01:51:00,314.2,91.18,86.3,88.01,69.25,0.0,64.3,67.1,65.07,66.89,62.97
2026-01-01 01:52:00,315.9,90.52,86.78,87.66,68.86,0.0,63.74,67.01,65.44,67.2,62.5
2026-01-01 01:53:00,318.1,90.51,87.0,87.59,68.97,0.0,63.89,66.29,65.89,66.68,62.78
2026-01-01 01:54:00,321.0,90.01,86.37,87.56,68.07,0.0,64.22,65.85,65.97,66.4,62.59
2026-01-01 01:55:00,321.8,89.97,86.34,87.28,67.8,0.0,64.17,66.09,66.01,66.5,62.02
2026-01-01 01:56:00,320.8,90.11,86.31,87.52,68.06,0.0,64.53,66.24,66.14,66.12,61.76
2026-01-01 01:57:00,321.8,89.97,86.15,87.31,67.68,0.0,64.64,65.92,66.25,66.11,61.78
2026-01-01 01:58:00,319.4,89.8,86.11,87.05,67.31,0.0,64.47,65.73,66.65,65.82,61.49
2026-01-01 01:59:00,317.6,89.81,85.41,87.02,66.76,0.0,64.77,65.73,66.59,66.58,61.31
2026-01-01 02:00:00,319.4,89.82,85.19,87.07,66.63,0.0,64.65,65.64,66.73,66.37,61.26
2026-01-01 02:01:00,321.7,90.07,85.0,86.89,66.52,0.0,65.23,65.43,66.46,66.61,61.14
2026-01-01 02:02:00,319.9,90.24,84.9,86.31,66.13,0.0,64.97,65.0,66.41,66.38,61.26
2026-01-01 02:03:00,320.6,90.05,84.24,86.52,65.63,0.0,65.32,64.43,66.02,66.51,60.98
2026-01-01 02:04:00,323.0,89.75,85.15,86.8,66.34,0.0,65.24,64.26,65.49,66.98,61.33
2026-01-01 02:05:00,320.6,90.2,84.41,86.6,65.93,0.0,65.19,64.39,66.07,67.04,61.3
2026-01-01 02:06:00,319.9,89.93,84.21,86.33,65.37,0.0,65.85,64.43,66.48,67.05,61.65
2026-01-01 02:07:00,317.6,89.99,84.47,86.59,65.82,0.0,65.52,63.95,66.77,66.12,61.4
2026-01-01 02:08:00,317.6,90.18,84.49,86.37,65.81,0.0,65.83,63.83,66.68,66.83,61.69
2026-01-01 02:09:00,318.1,90.04,84.95,86.28,66.0,0.0,66.44,64.34,66.82,66.29,61.91
2026-01-01 02:10:00,317.3,89.84,85.22,86.75,66.42,0.0,66.61,64.69,66.98,66.75,61.81
2026-01-01 02:11:00,316.4,89.84,85.25,86.66,66.38,0.0,66.8,64.55,67.08,66.74,62.18
2026-01-01 02:12:00,314.4,89.77,85.04,86.54,66.07,0.0,66.81,64.58,67.35,66.06,61.92
2026-01-01 02:13:00,312.5,89.52,84.87,85.91,65.27,0.0,67.45,64.27,66.87,66.36,61.51
2026-01-01 02:14:00,315.4,89.72,84.79,85.68,65.18,0.0,67.43,63.92,66.51,66.22,61.61
2026-01-01 02:15:00,318.2,89.79,84.86,85.5,65.15,0.0,67.02,64.02,66.76,65.54,61.31
2026-01-01 02:16:00,319.2,89.62,84.88,85.69,65.19,0.0,67.38,63.88,66.91,65.55,60.9
2026-01-01 02:17:00,319.6,89.9,84.65,85.55,65.1,0.0,67.08,63.65,66.71,64.94,60.6
2026-01-01 02:18:00,319.2,89.6,84.15,85.56,64.51,0.0,66.85,63.64,66.39,65.27,60.75
2026-01-01 02:19:00,316.9,89.14,84.38,85.28,64.14,0.0,66.58,63.96,66.75,65.31,61.07
2026-01-01 02:20:00,316.8,89.21,84.18,85.29,64.05,0.0,67.15,64.0,66.46,64.97,61.01
2026-01-01 02:21:00,315.8,89.03,84.4,85.57,64.3,0.0,67.1,63.65,66.72,65.26,60.74
2026-01-01 02:22:00,316.4,89.26,83.65,85.37,63.74,0.0,67.01,63.99,67.12,65.14,60.26
2026-01-01 02:23:00,315.4,89.31,83.67,85.5,63.89,0.0,66.29,64.39,67.67,65.76,60.34
2026-01-01 02:24:00,317.5,89.78,83.76,85.4,64.22,0.0,65.85,64.8,67.96,65.89,60.25
2026-01-01 02:25:00,315.7,89.68,83.66,85.53,64.17,0.0,66.09,64.6,68.16,65.63,60.0
2026-01-01 02:26:00,315.8,89.99,83.92,85.45,64.53,0.0,66.24,64.56,68.9,66.03,59.6
2026-01-01 02:27:00,315.2,89.91,84.3,85.28,64.64,0.0,65.92,64.69,68.64,66.04,59.66
2026-01-01 02:28:00,314.0,89.24,84.3,85.7,64.47,0.0,65.73,64.81,69.39,66.0,59.32
2026-01-01 02:29:00,312.4,89.16,84.53,85.93,64.77,0.0,65.73,64.83,69.15,65.58,59.55
2026-01-01 02:30:00,313.1,89.19,84.08,86.21,64.65,0.0,65.64,65.22,68.79,65.48,60.03
2026-01-01 02:31:00,311.0,89.34,84.45,86.45,65.23,0.0,65.43,65.21,68.83,65.74,60.33
2026-01-01 02:32:00,312.7,89.36,84.3,86.24,64.97,0.0,65.0,65.55,68.87,66.01,60.42
2026-01-01 02:33:00,311.2,89.81,84.42,86.15,65.32,0.0,64.43,65.55,68.94,66.2,59.96
2026-01-01 02:34:00,313.1,90.06,84.33,85.91,65.24,0.0,64.26,65.17,69.42,66.61,60.03
2026-01-01 02:35:00,314.9,89.92,84.15,86.15,65.19,0.0,64.39,65.1,69.39,67.18,59.87
2026-01-01 02:36:00,315.8,90.21,84.27,86.62,65.85,0.0,64.43,64.54,69.36,66.94,59.54
2026-01-01 02:37:00,314.3,89.89,84.11,86.66,65.52,0.0,63.95,63.64,68.67,66.46,59.79
2026-01-01 02:38:00,313.7,90.14,84.3,86.65,65.83,0.0,63.83,63.97,68.64,66.91,59.99
2026-01-01 02:39:00,311.6,90.19,85.08,86.59,66.44,0.0,64.34,64.52,67.8,66.99,60.08
2026-01-01 02:40:00,313.8,90.2,85.1,86.77,66.61,0.0,64.69,64.61,67.39,67.53,59.76
2026-01-01 02:41:00,315.0,90.26,85.23,86.83,66.8,0.0,64.55,64.48,67.48,67.02,60.41
2026-01-01 02:42:00,315.6,89.91,85.69,86.71,66.81,0.0,64.58,64.66,67.91,66.38,60.64
2026-01-01 02:43:00,318.3,89.88,85.92,87.34,67.45,0.0,64.27,64.51,67.86,66.43,61.13
2026-01-01 02:44:00,317.6,90.03,85.86,87.23,67.43,0.0,63.92,65.05,67.9,66.7,61.62
2026-01-01 02:45:00,319.5,90.28,85.15,87.17,67.02,0.0,64.02,65.2,67.57,66.3,61.46
2026-01-01 02:46:00,318.5,90.47,85.04,87.58,67.38,0.0,63.88,65.23,67.94,66.27,61.59
2026-01-01 02:47:00,316.9,90.13,84.99,87.58,67.08,0.0,63.65,65.03,67.98,65.88,61.25
2026-01-01 02:48:00,316.4,89.73,84.91,87.75,66.85,0.0,63.64,64.94,68.11,65.95,60.83
2026-01-01 02:49:00,316.9,89.42,85.06,87.55,66.58,0.0,63.96,64.21,68.21,66.58,60.82
2026-01-01 02:50:00,319.9,89.37,85.82,87.56,67.15,0.0,64.0,64.78,68.46,66.22,60.94
2026-01-01 02:51:00,317.3,89.13,86.01,87.53,67.1,0.0,63.65,65.07,69.1,66.58,60.77
2026-01-01 02:52:00,315.4,89.17,85.99,87.39,67.01,0.0,63.99,65.44,69.65,66.89,60.84
2026-01-01 02:53:00,315.8,89.59,85.18,86.87,66.29,0.0,64.39,65.89,69.61,66.5,60.38
2026-01-01 02:54:00,316.2,89.21,85.07,86.77,65.85,0.0,64.8,65.97,69.71,66.28,59.5
2026-01-01 02:55:00,318.3,89.16,85.22,86.98,66.09,0.0,64.6,66.01,70.23,66.3,59.4
2026-01-01 02:56:00,317.8,88.76,85.49,87.29,66.24,0.0,64.56,66.14,70.32,66.08,58.93
2026-01-01 02:57:00,315.0,88.55,85.26,87.32,65.92,0.0,64.69,66.25,70.88,65.96,58.71
2026-01-01 02:58:00,313.0,88.51,84.88,87.49,65.73,0.0,64.81,66.65,70.76,65.93,59.08
2026-01-01 02:59:00,310.6,88.75,84.59,87.55,65.73,0.0,64.83,66.59,69.88,66.02,58.77
2026-01-01 03:00:00,310.0,88.83,84.26,87.7,65.64,0.0,65.22,66.73,69.8,66.98,58.75
2026-01-01 03:01:00,308.8,88.33,84.78,87.38,65.43,0.0,65.21,66.46,69.88,66.94,59.13
2026-01-01 03:02:00,308.0,88.08,84.3,87.53,65.0,0.0,65.55,66.41,70.38,67.0,59.12
2026-01-01 03:03:00,308.8,88.45,83.64,87.09,64.43,0.0,65.55,66.02,70.02,66.89,58.94
2026-01-01 03:04:00,311.5,88.29,83.47,87.19,64.26,0.0,65.17,65.49,70.37,67.02,59.39
2026-01-01 03:05:00,313.7,88.58,83.46,87.1,64.39,0.0,65.1,66.07,70.6,66.36,59.32
2026-01-01 03:06:00,310.8,88.98,83.54,86.67,64.43,0.0,64.54,66.48,70.43,66.17,58.94
2026-01-01 03:07:00,311.6,88.79,83.41,86.35,63.95,0.0,63.64,66.77,70.17,66.11,59.62
2026-01-01 03:08:00,310.3,88.82,83.46,86.1,63.83,0.0,63.97,66.68,69.91,66.56,59.15
2026-01-01 03:09:00,308.9,89.42,83.67,85.99,64.34,0.0,64.52,66.82,69.35,66.51,58.74
2026-01-01 03:10:00,306.0,89.58,83.74,86.23,64.69,0.0,64.61,66.98,69.06,66.71,58.7
2026-01-01 03:11:00,306.6,89.27,83.89,86.19,64.55,0.0,64.48,67.08,69.13,66.55,58.85
2026-01-01 03:12:00,305.9,89.51,83.69,86.2,64.58,0.0,64.66,67.35,69.04,66.03,59.4
2026-01-01 03:13:00,303.9,89.41,83.74,85.84,64.27,0.0,64.51,66.87,69.34,65.36,59.23
2026-01-01 03:14:00,303.2,89.58,83.46,85.5,63.92,0.0,65.05,66.51,69.43,65.42,58.85
2026-01-01 03:15:00,304.5,89.75,82.93,86.02,64.02,0.0,65.2,66.76,69.67,65.89,59.04
2026-01-01 03:16:00,307.1,89.65,82.66,86.2,63.88,0.0,65.23,66.91,69.67,66.23,58.9
2026-01-01 03:17:00,304.3,89.83,82.2,86.2,63.65,0.0,65.03,66.71,69.96,66.38,59.14
2026-01-01 03:18:00,304.9,89.63,82.54,86.02,63.64,0.0,64.94,66.39,69.88,65.64,59.05
2026-01-01 03:19:00,302.5,89.68,82.44,86.51,63.96,0.0,64.21,66.75,70.23,65.68,59.13
2026-01-01 03:20:00,302.2,89.66,82.65,86.37,64.0,0.0,64.78,66.46,70.77,65.31,58.81
2026-01-01 03:21:00,304.0,89.33,82.92,85.93,63.65,0.0,65.07,66.72,70.37,65.24,59.33
2026-01-01 03:22:00,301.5,89.67,82.89,86.09,63.99,0.0,65.44,67.12,70.36,65.25,59.51
2026-01-01 03:23:00,300.0,89.99,82.92,86.29,64.39,0.0,65.89,67.67,69.8,64.93,60.14
2026-01-01 03:24:00,301.0,90.17,83.17,86.4,64.8,0.0,65.97,67.96,69.48,65.17,60.49
2026-01-01 03:25:00,300.0,89.71,83.14,86.61,64.6,0.0,66.01,68.16,69.84,64.93,60.95
2026-01-01 03:26:00,300.0,89.75,82.81,86.87,64.56,0.0,66.14,68.9,70.01,64.88,61.21
2026-01-01 03:27:00,302.5,90.08,82.78,86.75,64.69,0.0,66.25,68.64,69.66,64.45,61.8
2026-01-01 03:28:00,304.5,90.34,82.81,86.64,64.81,0.0,66.65,69.39,69.58,64.76,61.69
2026-01-01 03:29:00,302.9,90.02,83.18,86.57,64.83,0.0,66.59,69.15,69.48,64.89,61.59
2026-01-01 03:30:00,301.8,90.06,83.61,86.62,65.22,0.0,66.73,68.79,69.45,64.4,61.05
2026-01-01 03:31:00,300.7,90.32,83.69,86.28,65.21,0.0,66.46,68.83,69.2,64.36,60.79
2026-01-01 03:32:00,300.0,90.49,83.71,86.54,65.55,0.0,66.41,68.87,69.63,63.96,60.98
2026-01-01 03:33:00,302.6,90.85,83.49,86.42,65.55,0.0,66.02,68.94,69.01,64.15,60.94
2026-01-01 03:34:00,303.4,90.1,83.35,86.78,65.17,0.0,65.49,69.42,68.61,64.45,60.51
2026-01-01 03:35:00,302.9,89.83,83.58,86.7,65.1,0.0,66.07,69.39,68.99,64.59,60.2
2026-01-01 03:36:00,301.7,89.59,83.28,86.51,64.54,0.0,66.48,69.36,68.98,64.55,60.57
2026-01-01 03:37:00,300.0,89.0,82.91,86.24,63.64,0.0,66.77,68.67,69.14,64.06,60.62
2026-01-01 03:38:00,302.7,89.21,83.2,86.19,63.97,0.0,66.68,68.64,69.01,64.11,60.42
2026-01-01 03:39:00,305.4,89.9,82.99,86.48,64.52,0.0,66.82,67.8,69.0,64.57,60.53
2026-01-01 03:40:00,305.4,90.38,82.79,86.34,64.61,0.0,66.98,67.39,69.19,64.33,60.6
2026-01-01 03:41:00,303.8,90.54,82.6,86.22,64.48,0.0,67.08,67.48,68.65,64.57,60.67
2026-01-01 03:42:00,306.6,90.49,83.02,86.08,64.66,0.0,67.35,67.91,68.47,64.81,60.22
2026-01-01 03:43:00,307.8,90.59,82.91,85.9,64.51,0.0,66.87,67.86,68.23,64.02,60.05
2026-01-01 03:44:00,308.0,90.37,83.36,86.35,65.05,0.0,66.51,67.9,67.82,63.4,60.55
2026-01-01 03:45:00,305.5,90.26,83.53,86.48,65.2,0.0,66.76,67.57,67.44,63.36,61.41
2026-01-01 03:46:00,305.8,90.58,83.47,86.28,65.23,0.0,66.91,67.94,67.76,62.91,61.52
2026-01-01 03:47:00,305.1,90.84,83.18,86.07,65.03,0.0,66.71,67.98,67.45,62.65,61.56
2026-01-01 03:48:00,303.4,90.83,83.02,86.13,64.94,0.0,66.39,68.11,67.22,63.48,61.17
2026-01-01 03:49:00,305.5,89.78,82.75,86.43,64.21,0.0,66.75,68.21,67.17,63.83,61.66
2026-01-01 03:50:00,304.6,89.88,82.95,86.89,64.78,0.0,66.46,68.46,67.31,63.4,62.37
2026-01-01 03:51:00,303.2,89.95,83.04,87.12,65.07,0.0,66.72,69.1,67.67,62.97,62.45
2026-01-01 03:52:00,305.4,90.07,83.28,87.25,65.44,0.0,67.12,69.65,67.19,62.5,62.63
2026-01-01 03:53:00,306.6,90.37,83.73,87.08,65.89,0.0,67.67,69.61,67.2,62.78,62.28
2026-01-01 03:54:00,308.9,90.51,83.67,87.12,65.97,0.0,67.96,69.71,67.05,62.59,62.72
2026-01-01 03:55:00,307.9,90.29,83.82,87.22,66.01,0.0,68.16,70.23,66.84,62.02,63.29
2026-01-01 03:56:00,307.9,90.41,83.87,87.23,66.14,0.0,68.9,70.32,67.11,61.76,63.5
2026-01-01 03:57:00,308.7,90.63,83.45,87.6,66.25,0.0,68.64,70.88,66.43,61.78,62.89
2026-01-01 03:58:00,306.3,90.69,83.52,87.99,66.65,0.0,69.39,70.76,66.51,61.49,63.69
2026-01-01 03:59:00,309.1,91.05,83.08,88.03,66.59,0.0,69.15,69.88,66.02,61.31,63.63
2026-01-01 04:00:00,306.5,91.16,83.4,87.77,66.73,0.0,68.79,69.8,66.45,61.26,63.53
2026-01-01 04:01:00,303.9,90.61,83.68,87.64,66.46,0.0,68.83,69.88,66.1,61.14,63.38
2026-01-01 04:02:00,306.2,90.65,83.51,87.74,66.41,0.0,68.87,70.38,66.6,61.26,63.8
